Index,Acceleration_X,Acceleration_Y,Acceleration_Z,BPM,Activity
3495,-1.089,-0.345,1.437,111,1
3496,-2.223,0.869,2.395,111,1
3497,-2.463,1.62,2.287,111,1
3498,-1.546,1.529,1.292,111,1
3499,-0.268,1.285,0.155,111,1
3500,0.576,1.134,-0.548,113,1
3501,0.748,1.05,-0.669,113,1
3502,0.536,1.072,-0.587,113,1
3503,0.038,1.344,-0.383,113,1
3504,-1.051,2.029,0.508,113,1
3505,-2.284,2.495,1.433,113,1
3506,-2.494,1.961,1.551,113,1
3507,-1.785,0.927,1.155,113,1
3508,-1.143,0.136,0.703,113,1
3509,-0.653,-0.486,0.438,113,1
3510,-0.206,-1.064,0.355,115,1
3511,0.034,-1.406,0.387,115,1
3512,-0.092,-1.339,0.519,115,1
3513,-1.015,-0.699,1.397,115,1
3514,-2.245,0.646,2.399,115,1
3515,-2.541,1.659,2.369,115,1
3516,-1.696,1.66,1.442,115,1
3517,-0.395,1.39,0.24,115,1
3518,0.56,1.23,-0.58,115,1
3519,0.815,1.196,-0.825,115,1
3520,0.61,1.234,-0.729,116,1
3521,0.276,1.436,-0.523,116,1
3522,-0.769,2.268,0.392,116,1
3523,-2.211,3.003,1.461,116,1
3524,-2.498,2.423,1.663,116,1
3525,-1.778,1.158,1.301,116,1
3526,-1.063,0.17,0.863,116,1
3527,-0.517,-0.539,0.631,116,1
3528,-0.139,-1.116,0.558,116,1
3529,-0.048,-1.385,0.59,116,1
3530,-0.266,-1.215,0.751,118,1
3531,-1.028,-0.692,1.411,118,1
3532,-2.139,0.468,2.334,118,1
3533,-2.496,1.438,2.45,118,1
3534,-1.614,1.493,1.497,118,1
3535,-0.265,1.395,0.239,118,1
3536,0.678,1.345,-0.565,118,1
3537,0.878,1.307,-0.781,118,1
3538,0.614,1.398,-0.77,118,1
3539,-0.139,1.88,-0.208,118,1
3540,-1.511,2.664,0.931,119,1
3541,-2.453,2.729,1.717,119,1
3542,-2.218,1.813,1.689,119,1
3543,-1.489,0.736,1.188,119,1
3544,-0.888,-0.041,0.806,119,1
3545,-0.451,-0.663,0.618,119,1
3546,-0.16,-1.212,0.567,119,1
3547,-0.018,-1.541,0.598,119,1
3548,-0.192,-1.476,0.796,119,1
3549,-1.19,-0.59,1.781,119,1
3550,-2.318,0.852,2.78,121,1
3551,-2.26,1.628,2.479,121,1
3552,-1.178,1.539,1.208,121,1
3553,0.129,1.436,-0.158,121,1
3554,0.854,1.439,-0.916,121,1
3555,0.825,1.398,-0.975,121,1
3556,0.509,1.506,-0.798,121,1
3557,-0.484,2.167,0.052,121,1
3558,-2.048,3.11,1.367,121,1
3559,-2.644,2.84,1.939,121,1
3560,-2.005,1.359,1.644,123,1
3561,-1.174,0.103,1.07,123,1
3562,-0.503,-0.788,0.715,123,1
3563,0,-1.487,0.568,123,1
3564,0.125,-1.705,0.549,123,1
3565,-0.311,-1.369,0.883,123,1
3566,-1.407,-0.239,2.02,123,1
3567,-2.357,1.218,2.966,123,1
3568,-2.268,1.92,2.574,123,1
3569,-1.277,1.872,1.247,123,1
3570,0.031,1.688,-0.16,124,1
3571,0.869,1.578,-0.885,124,1
3572,0.898,1.524,-0.909,124,1
3573,0.662,1.6,-0.829,124,1
3574,-0.304,2.126,-0.145,124,1
3575,-1.919,3.019,1.123,124,1
3576,-2.617,2.91,1.747,124,1
3577,-2.071,1.643,1.545,124,1
3578,-1.187,0.438,1.072,124,1
3579,-0.585,-0.472,0.755,124,1
3580,-0.149,-1.256,0.662,126,1
3581,0.029,-1.647,0.717,126,1
3582,-0.142,-1.486,0.88,126,1
3583,-1.182,-0.308,1.917,126,1
3584,-2.433,1.412,2.744,126,1
3585,-2.427,2.166,2.147,126,1
3586,-1.246,1.982,0.879,126,1
3587,0.181,1.611,-0.429,126,1
3588,0.989,1.371,-0.949,126,1
3589,0.982,1.327,-0.877,126,1
3590,0.517,1.588,-0.786,127,1
3591,-0.568,2.349,0.093,127,1
3592,-2.073,3.135,1.258,127,1
3593,-2.47,2.705,1.551,127,1
3594,-1.681,1.31,1.254,127,1
3595,-0.871,0.081,0.904,127,1
3596,-0.355,-0.9,0.699,127,1
3597,-0.073,-1.615,0.661,127,1
3598,-0.056,-1.799,0.795,127,1
3599,-0.708,-1.222,1.389,127,1
3600,-2.013,0.63,2.533,129,1
3601,-2.648,2.201,2.865,129,1
3602,-1.925,2.268,1.739,129,1
3603,-0.455,1.973,0.04,129,1
3604,0.693,1.767,-1.126,129,1
3605,0.966,1.751,-1.315,129,1
3606,0.652,2.083,-1.062,129,1
3607,-0.513,2.876,-0.019,129,1
3608,-2.137,3.401,1.404,129,1
3609,-2.582,2.74,1.811,129,1
3610,-1.832,1.448,1.432,131,1
3611,-0.938,0.292,1.079,131,1
3612,-0.344,-0.825,0.929,131,1
3613,-0.174,-1.594,0.957,131,1
3614,-0.334,-1.656,1.135,131,1
3615,-1.075,-1.066,1.646,131,1
3616,-2.311,0.468,2.504,131,1
3617,-2.796,1.907,2.605,131,1
3618,-1.85,2.211,1.455,131,1
3619,-0.245,2.094,-0.032,131,1
3620,0.836,1.924,-1.085,132,1
3621,0.972,1.813,-1.453,132,1
3622,0.594,1.978,-1.14,132,1
3623,-0.684,2.751,0.03,132,1
3624,-2.381,3.477,1.409,132,1
3625,-2.69,2.881,1.876,132,1
3626,-1.827,1.34,1.448,132,1
3627,-0.941,-0.044,1.015,132,1
3628,-0.316,-0.925,0.874,132,1
3629,0.099,-1.538,0.707,132,1
3630,0.153,-1.859,0.76,134,1
3631,-0.714,-1.478,1.531,134,1
3632,-2.414,0.283,2.802,134,1
3633,-3.039,1.881,3.021,134,1
3634,-1.846,2.231,1.672,134,1
3635,-0.138,2.244,-0.169,134,1
3636,0.848,2.099,-1.311,134,1
3637,0.921,1.993,-1.477,134,1
3638,0.238,2.327,-0.831,134,1
3639,-1.238,3.163,0.562,134,1
3640,-2.457,3.487,1.843,135,1
3641,-2.433,2.63,2.06,135,1
3642,-1.524,1.049,1.428,135,1
3643,-0.662,-0.373,0.945,135,1
3644,-0.162,-1.302,0.752,135,1
3645,-0.004,-1.681,0.689,135,1
3646,-0.178,-1.498,0.864,135,1
3647,-1.078,-0.783,1.742,135,1
3648,-2.293,0.701,2.866,135,1
3649,-2.524,1.9,2.805,135,1
3650,-1.441,2.237,1.316,137,1
3651,0.152,2.235,-0.471,137,1
3652,0.996,2.122,-1.359,137,1
3653,0.925,2.226,-1.487,137,1
3654,0.138,2.696,-0.887,137,1
3655,-1.476,3.571,0.587,137,1
3656,-2.576,3.632,1.79,137,1
3657,-2.135,2.275,1.88,137,1
3658,-1.084,0.478,1.539,137,1
3659,-0.303,-1.085,1.329,137,1
3660,0.031,-1.891,1.221,139,1
3661,-0.14,-1.78,1.236,139,1
3662,-1.058,-0.76,1.902,139,1
3663,-2.381,1.189,2.969,139,1
3664,-2.85,2.689,2.999,139,1
3665,-1.982,2.912,1.614,139,1
3666,-0.411,2.742,-0.281,139,1
3667,0.767,2.513,-1.497,139,1
3668,1.021,2.31,-1.612,139,1
3669,0.371,2.626,-0.991,139,1
3670,-1.151,3.422,0.493,140,1
3671,-2.319,3.62,1.864,140,1
3672,-2.149,2.581,1.993,140,1
3673,-1.282,0.951,1.587,140,1
3674,-0.619,-0.527,1.312,140,1
3675,-0.337,-1.569,1.316,140,1
3676,-0.307,-1.814,1.416,140,1
3677,-0.64,-1.232,1.711,140,1
3678,-1.684,0.357,2.592,140,1
3679,-2.51,1.94,2.984,140,1
3680,-1.982,2.386,1.988,142,1
3681,-0.662,2.33,0.385,142,1
3682,0.522,2.206,-0.89,142,1
3683,0.927,2.185,-1.415,142,1
3684,0.64,2.332,-1.283,142,1
3685,-0.448,2.866,-0.259,142,1
3686,-1.947,3.559,1.283,142,1
3687,-2.355,3.058,1.982,142,1
3688,-1.599,1.381,1.771,142,1
3689,-0.804,-0.24,1.487,142,1
3690,-0.402,-1.411,1.42,143,1
3691,-0.325,-1.809,1.439,143,1
3692,-0.64,-1.32,1.572,143,1
3693,-1.704,0.348,2.391,143,1
3694,-2.78,2.291,2.954,143,1
3695,-2.542,2.954,2.094,143,1
3696,-1.157,2.678,0.485,143,1
3697,0.379,2.269,-0.898,143,1
3698,1.097,2.108,-1.419,143,1
3699,1.029,2.116,-1.316,143,1
3700,0.343,2.476,-0.803,145,1
3701,-1.224,3.484,0.43,145,1
3702,-2.37,3.738,1.486,145,1
3703,-1.999,2.456,1.555,145,1
3704,-1.079,0.757,1.306,145,1
3705,-0.527,-0.619,1.227,145,1
3706,-0.4,-1.466,1.269,145,1
3707,-0.497,-1.661,1.327,145,1
3708,-0.879,-1.218,1.54,145,1
3709,-2.093,0.521,2.4,145,1
3710,-3.065,2.42,2.878,147,1
3711,-2.378,2.9,1.809,147,1
3712,-0.611,2.727,0.071,147,1
3713,0.803,2.404,-1.268,147,1
3714,1.126,2.207,-1.638,147,1
3715,0.717,2.367,-1.283,147,1
3716,-0.698,3.054,-0.209,147,1
3717,-2.442,3.647,1.147,147,1
3718,-2.737,2.94,1.614,147,1
3719,-1.819,1.39,1.28,147,1
3720,-0.933,-0.033,0.961,148,1
3721,-0.462,-1.202,0.974,148,1
3722,-0.285,-1.828,1.091,148,1
3723,-0.54,-1.757,1.36,148,1
3724,-1.751,-0.569,2.277,148,1
3725,-2.906,1.478,3.06,148,1
3726,-2.648,2.661,2.462,148,1
3727,-1.37,2.766,0.869,148,1
3728,-0.074,2.538,-0.674,148,1
3729,0.544,2.195,-1.415,148,1
3730,0.579,1.951,-1.337,150,1
3731,0.25,1.889,-0.854,150,1
3732,-0.942,2.495,0.284,150,1
3733,-2.483,3.103,1.579,150,1
3734,-2.61,2.359,1.833,150,1
3735,-1.58,0.794,1.449,150,1
3736,-0.774,-0.724,1.17,150,1
3737,-0.378,-1.712,1.041,150,1
3738,-0.31,-1.843,1.039,150,1
3739,-1.011,-1.195,1.612,150,1
3740,-2.397,0.7,2.673,151,1
3741,-3.013,2.465,2.83,151,1
3742,-2.137,2.851,1.556,151,1
3743,-0.576,2.704,-0.037,151,1
3744,0.616,2.342,-1.063,151,1
3745,0.902,2.014,-1.351,151,1
3746,0.685,1.945,-1.13,151,1
3747,-0.261,2.452,-0.408,151,1
3748,-1.868,3.322,0.838,151,1
3749,-2.488,3.029,1.554,151,1
3750,-1.857,1.514,1.416,153,1
3751,-1.077,-0.07,1.178,153,1
3752,-0.67,-1.331,1.066,153,1
3753,-0.591,-1.809,1.093,153,1
3754,-0.846,-1.475,1.251,153,1
3755,-1.926,-0.097,2.047,153,1
3756,-3.058,1.868,2.718,153,1
3757,-2.827,2.838,2.096,153,1
3758,-1.481,2.733,0.73,153,1
3759,-0.051,2.36,-0.636,153,1
3760,0.649,2.128,-1.432,155,1
3761,0.723,2.072,-1.443,155,1
3762,0.232,2.26,-0.831,155,1
3763,-1.192,2.897,0.494,155,1
3764,-2.452,3.061,1.743,155,1
3765,-2.311,2.028,1.829,155,1
3766,-1.342,0.571,1.384,155,1
3767,-0.595,-0.739,1.13,155,1
3768,-0.313,-1.538,1.133,155,1
3769,-0.327,-1.621,1.206,155,1
3770,-0.841,-1.108,1.522,156,1
3771,-2.069,0.527,2.311,156,1
3772,-2.756,2.134,2.577,156,1
3773,-2.066,2.452,1.674,156,1
3774,-0.741,2.239,0.339,156,1
3775,0.382,1.995,-0.756,156,1
3776,0.779,1.824,-1.297,156,1
3777,0.704,1.705,-1.229,156,1
3778,0.039,1.941,-0.673,156,1
3779,-1.443,2.78,0.486,156,1
3780,-2.45,2.984,1.498,158,1
3781,-2.03,1.789,1.625,158,1
3782,-1.04,0.142,1.389,158,1
3783,-0.434,-1.142,1.299,158,1
3784,-0.26,-1.569,1.402,158,1
3785,-0.455,-1.279,1.504,158,1
3786,-1.293,-0.285,2.044,158,1
3787,-2.558,1.399,2.624,158,1
3788,-2.89,2.461,2.069,158,1
3789,-1.814,2.537,0.735,158,1
3790,-0.393,2.299,-0.547,159,1
3791,0.495,1.968,-1.341,159,1
3792,0.776,1.8,-1.403,159,1
3793,0.546,1.906,-1.247,159,1
3794,-0.697,2.54,-0.441,159,1
3795,-2.394,3.164,0.884,159,1
3796,-2.618,2.542,1.505,159,1
3797,-1.47,0.933,1.531,159,1
3798,-0.512,-0.462,1.374,159,1
3799,-0.179,-1.163,1.332,159,1
3800,-0.274,-1.269,1.379,161,1
3801,-0.691,-0.893,1.617,161,1
3802,-1.759,0.494,2.42,161,1
3803,-2.711,2.137,2.883,161,1
3804,-2.417,2.793,2.09,161,1
3805,-1.053,2.782,0.431,161,1
3806,0.369,2.464,-1.1,161,1
3807,0.943,2.27,-1.67,161,1
3808,0.57,2.524,-1.408,161,1
3809,-0.715,3.067,-0.232,161,1
3810,-2.171,3.447,1.219,163,1
3811,-2.503,2.87,1.841,163,1
3812,-1.698,1.34,1.792,163,1
3813,-0.797,-0.156,1.598,163,1
3814,-0.356,-1.156,1.5,163,1
3815,-0.282,-1.441,1.489,163,1
3816,-0.505,-1.066,1.531,163,1
3817,-1.297,0.007,2.057,163,1
3818,-2.385,1.644,2.699,163,1
3819,-2.557,2.539,2.307,163,1
3820,-1.564,2.442,0.982,164,1
3821,-0.193,2.197,-0.446,164,1
3822,0.659,2.08,-1.351,164,1
3823,0.837,2.029,-1.455,164,1
3824,0.468,2.147,-0.969,164,1
3825,-0.926,2.72,0.27,164,1
3826,-2.348,3.089,1.534,164,1
3827,-2.349,2.262,1.703,164,1
3828,-1.397,0.727,1.317,164,1
3829,-0.601,-0.662,1.141,164,1
3830,-0.289,-1.511,1.181,166,1
3831,-0.312,-1.554,1.208,166,1
3832,-0.801,-0.942,1.523,166,1
3833,-1.893,0.391,2.299,166,1
3834,-2.664,1.711,2.649,166,1
3835,-2.319,2.171,1.921,166,1
3836,-1.166,2.209,0.479,166,1
3837,0.071,2.183,-0.905,166,1
3838,0.671,2.158,-1.525,166,1
3839,0.62,2.151,-1.455,166,1
3840,-0.264,2.427,-0.667,167,1
3841,-1.915,2.977,0.635,167,1
3842,-2.783,2.768,1.502,167,1
3843,-2.23,1.546,1.577,167,1
3844,-1.274,0.24,1.312,167,1
3845,-0.65,-0.761,1.191,167,1
3846,-0.432,-1.329,1.275,167,1
3847,-0.516,-1.392,1.367,167,1
3848,-1.017,-0.965,1.593,167,1
3849,-2.242,0.502,2.371,167,1
3850,-3,2.018,2.681,169,1
3851,-2.226,2.499,1.549,169,1
3852,-0.62,2.468,-0.22,169,1
3853,0.54,2.232,-1.428,169,1
3854,0.785,2.133,-1.619,169,1
3855,0.352,2.37,-1.098,169,1
3856,-0.944,3.016,0.089,169,1
3857,-2.37,3.474,1.337,169,1
3858,-2.531,2.727,1.677,169,1
3859,-1.66,1.124,1.291,169,1
3860,-0.886,-0.296,0.99,171,1
3861,-0.513,-1.323,0.972,171,1
3862,-0.454,-1.688,1.104,171,1
3863,-0.642,-1.366,1.311,171,1
3864,-1.483,-0.241,2.042,171,1
3865,-2.45,1.377,2.749,171,1
3866,-2.399,2.253,2.362,171,1
3867,-1.361,2.334,1.071,171,1
3868,0.017,2.159,-0.479,171,1
3869,0.779,2.107,-1.412,171,1
3870,0.695,2.389,-1.561,172,1
3871,-0.324,3.068,-0.716,172,1
3872,-1.982,3.727,0.903,172,1
3873,-2.658,3.278,1.898,172,1
3874,-1.956,1.651,1.989,172,1
3875,-0.979,-0.042,1.91,172,1
3876,-0.412,-1.169,1.83,172,1
3877,-0.269,-1.487,1.71,172,1
3878,-0.561,-1.081,1.627,172,1
3879,-1.417,0.05,2.073,172,1
3880,-2.412,1.596,2.559,174,1
3881,-2.501,2.372,2.119,174,1
3882,-1.551,2.234,1.008,174,1
3883,-0.391,1.97,-0.182,174,1
3884,0.482,1.851,-1.054,174,1
3885,0.789,1.776,-1.32,174,1
3886,0.563,1.72,-1.06,174,1
3887,-0.525,2.073,-0.163,174,1
3888,-2.138,2.713,1.141,174,1
3889,-2.625,2.468,1.726,174,1
3890,-1.892,1.279,1.422,175,1
3891,-0.981,-0.041,1.056,175,1
3892,-0.443,-1.029,1.029,175,1
3893,-0.282,-1.373,1.07,175,1
3894,-0.413,-1.301,1.111,175,1
3895,-1.157,-0.89,1.573,175,1
3896,-2.501,0.597,2.358,175,1
3897,-3.098,2.14,2.382,175,1
3898,-2.159,2.51,1.26,175,1
3899,-0.648,2.443,-0.046,175,1
3900,0.567,2.274,-0.994,175,1
3901,1.024,2.127,-1.342,175,1
3902,0.785,2.156,-1.147,175,1
3903,-0.332,2.524,-0.357,175,1
3904,-2.104,3.085,0.815,175,1
3905,-2.855,2.79,1.381,175,1
3906,-2.179,1.478,1.29,175,1
3907,-1.172,0.073,1.107,175,1
3908,-0.585,-1.026,1.07,175,1
3909,-0.474,-1.551,1.149,175,1
3910,-0.666,-1.549,1.221,176,1
3911,-1.633,-0.757,1.757,176,1
3912,-2.985,1.275,2.532,176,1
3913,-3.163,2.844,2.41,176,1
3914,-2.046,2.951,1.322,176,1
3915,-0.535,2.533,-0.089,176,1
3916,0.562,2.166,-1.132,176,1
3917,0.867,2.131,-1.479,176,1
3918,0.482,2.475,-1.167,176,1
3919,-0.809,3,-0.03,176,1
3920,-2.341,3.197,1.38,177,1
3921,-2.688,2.489,1.888,177,1
3922,-1.861,1.193,1.664,177,1
3923,-0.917,0.051,1.417,177,1
3924,-0.402,-0.904,1.347,177,1
3925,-0.241,-1.452,1.396,177,1
3926,-0.356,-1.508,1.406,177,1
3927,-1.015,-0.968,1.768,177,1
3928,-2.199,0.83,2.598,177,1
3929,-2.734,2.526,2.706,177,1
3930,-2.029,2.801,1.71,178,1
3931,-0.828,2.418,0.455,178,1
3932,0.265,2.007,-0.617,178,1
3933,0.741,1.869,-1.191,178,1
3934,0.649,1.956,-1.167,178,1
3935,-0.04,2.272,-0.643,178,1
3936,-1.578,2.787,0.537,178,1
3937,-2.725,2.787,1.573,178,1
3938,-2.49,1.811,1.662,178,1
3939,-1.502,0.525,1.377,178,1
3940,-0.696,-0.643,1.162,179,1
3941,-0.366,-1.436,1.099,179,1
3942,-0.339,-1.597,1.159,179,1
3943,-0.64,-1.338,1.234,179,1
3944,-1.626,-0.324,1.936,179,1
3945,-2.789,1.433,2.714,179,1
3946,-2.858,2.52,2.375,179,1
3947,-1.735,2.535,1.121,179,1
3948,-0.141,2.258,-0.299,179,1
3949,0.914,2,-1.117,179,1
3950,1.031,1.869,-1.222,179,1
3951,0.483,2.086,-0.908,179,1
3952,-0.968,2.778,0.127,179,1
3953,-2.557,3.185,1.359,179,1
3954,-2.714,2.366,1.701,179,1
3955,-1.697,0.775,1.402,179,1
3956,-0.748,-0.454,1.09,179,1
3957,-0.214,-1.206,0.872,179,1
3958,-0.039,-1.506,0.774,179,1
3959,-0.246,-1.369,0.874,179,1
3960,-1.235,-0.72,1.627,180,1
3961,-2.492,0.862,2.606,180,1
3962,-2.701,2.018,2.582,180,1
3963,-1.765,2.066,1.512,180,1
3964,-0.385,1.957,0.134,180,1
3965,0.656,1.836,-0.804,180,1
3966,0.925,1.786,-1.09,180,1
3967,0.725,1.893,-1.07,180,1
3968,-0.43,2.418,-0.31,180,1
3969,-2.159,3.107,1.222,180,1
3970,-2.636,2.752,1.858,181,1
3971,-1.807,1.276,1.515,181,1
3972,-0.807,-0.22,1.136,181,1
3973,-0.238,-1.264,0.85,181,1
3974,-0.074,-1.638,0.774,181,1
3975,-0.187,-1.39,0.794,181,1
3976,-0.984,-0.645,1.429,181,1
3977,-2.168,0.814,2.473,181,1
3978,-2.503,1.759,2.597,181,1
3979,-1.77,1.733,1.647,181,1
3980,-0.523,1.674,0.268,182,1
3981,0.643,1.702,-0.823,182,1
3982,1.035,1.826,-1.24,182,1
3983,0.753,2.025,-1.222,182,1
3984,-0.108,2.418,-0.479,182,1
3985,-1.841,3.28,0.951,182,1
3986,-2.78,3.372,1.816,182,1
3987,-2.016,2.06,1.647,182,1
3988,-0.882,0.521,1.198,182,1
3989,-0.153,-0.648,0.908,182,1
3990,0.243,-1.345,0.701,183,1
3991,0.391,-1.655,0.609,183,1
3992,0.006,-1.577,0.898,183,1
3993,-1.375,-0.246,2.26,183,1
3994,-2.429,1.479,3.287,183,1
3995,-1.983,2.149,2.548,183,1
3996,-0.884,2.157,0.865,183,1
3997,0.125,1.8,-0.786,183,1
3998,0.547,1.469,-1.576,183,1
3999,0.481,1.431,-1.418,183,1
4000,0.203,1.698,-0.979,183,1
4001,-1.123,2.72,0.082,183,1
4002,-2.863,3.497,1.459,183,1
4003,-2.88,2.596,1.691,183,1
4004,-1.695,1.017,1.14,183,1
4005,-0.765,-0.218,0.806,183,1
4006,-0.223,-1.166,0.666,183,1
4007,0.103,-1.721,0.652,183,1
4008,0.112,-1.722,0.808,183,1
4009,-0.766,-1.036,1.597,183,1
4010,-2.158,0.769,2.786,184,1
4011,-2.563,2.228,2.939,184,1
4012,-1.768,2.312,1.783,184,1
4013,-0.389,2.029,0.081,184,1
4014,0.673,1.758,-1.272,184,1
4015,0.912,1.794,-1.758,184,1
4016,0.431,2.28,-1.451,184,1
4017,-1.104,3.097,-0.286,184,1
4018,-2.766,3.518,1.198,184,1
4019,-2.841,2.688,1.755,184,1
4020,-1.703,1.238,1.446,185,1
4021,-0.762,0.136,1.147,185,1
4022,-0.327,-0.566,1.043,185,1
4023,-0.231,-1.07,1.147,185,1
4024,-0.391,-1.41,1.42,185,1
4025,-0.886,-1.238,1.805,185,1
4026,-1.906,0.485,2.649,185,1
4027,-2.49,2.413,3.039,185,1
4028,-1.908,2.859,2.13,185,1
4029,-0.6,2.678,0.379,185,1
4030,0.508,2.438,-1.296,186,1
4031,0.852,2.387,-1.936,186,1
4032,0.563,2.664,-1.572,186,1
4033,-0.458,3.346,-0.311,186,1
4034,-1.842,4.104,1.248,186,1
4035,-2.348,3.634,1.99,186,1
4036,-1.72,1.991,1.79,186,1
4037,-0.929,0.354,1.434,186,1
4038,-0.497,-0.921,1.24,186,1
4039,-0.414,-1.551,1.119,186,1
4040,-0.479,-1.556,1.081,187,1
4041,-0.972,-1.048,1.358,187,1
4042,-2.134,0.656,2.279,187,1
4043,-2.857,2.36,2.734,187,1
4044,-2.34,2.736,1.893,187,1
4045,-0.948,2.552,0.377,187,1
4046,0.487,2.122,-0.995,187,1
4047,1.156,1.91,-1.518,187,1
4048,1.065,2.117,-1.453,187,1
4049,0.197,2.725,-0.889,187,1
4050,-1.729,3.854,0.319,187,1
4051,-2.944,3.888,1.321,187,1
4052,-2.306,2.323,1.376,187,1
4053,-1.204,0.654,0.98,187,1
4054,-0.424,-0.551,0.842,187,1
4055,-0.042,-1.352,0.978,187,1
4056,0.01,-1.682,1.234,187,1
4057,-0.349,-1.43,1.564,187,1
4058,-1.511,-0.124,2.344,187,1
4059,-2.75,1.744,2.786,187,1
4060,-2.792,2.708,2.061,188,1
4061,-1.738,2.636,0.727,188,1
4062,-0.219,2.152,-0.627,188,1
4063,0.678,1.798,-1.276,188,1
4064,0.694,1.695,-1.201,188,1
4065,0.455,1.869,-1.093,188,1
4066,-0.822,2.599,-0.369,188,1
4067,-2.6,3.27,0.878,188,1
4068,-2.747,2.65,1.369,188,1
4069,-1.582,1.017,1.195,188,1
4070,-0.607,-0.555,0.911,188,1
4071,-0.119,-1.693,0.705,188,1
4072,0.033,-1.946,0.714,188,1
4073,-0.108,-1.403,0.802,188,1
4074,-1.079,0.035,1.647,188,1
4075,-2.411,1.872,2.597,188,1
4076,-2.662,2.601,2.344,188,1
4077,-1.815,2.39,1.325,188,1
4078,-0.428,1.971,0.02,188,1
4079,0.755,1.61,-0.933,188,1
4080,1.191,1.424,-1.082,189,1
4081,1.002,1.444,-0.911,189,1
4082,0.216,1.966,-0.75,189,1
4083,-1.351,3.151,0.248,189,1
4084,-2.562,3.418,1.278,189,1
4085,-2.226,2.043,1.271,189,1
4086,-1.196,0.398,0.993,189,1
4087,-0.475,-0.772,0.776,189,1
4088,-0.117,-1.407,0.659,189,1
4089,-0.02,-1.504,0.698,189,1
4090,-0.305,-1.187,0.895,188,1
4091,-1.369,-0.28,1.828,188,1
4092,-2.443,1.162,2.665,188,1
4093,-2.444,2.043,2.403,188,1
4094,-1.604,2.117,1.346,188,1
4095,-0.223,1.985,-0.098,188,1
4096,0.894,1.868,-1.073,188,1
4097,1.174,1.884,-1.325,188,1
4098,0.396,2.333,-0.925,188,1
4099,-1.436,3.075,0.265,188,1
4100,-2.647,3.108,1.383,188,1
4101,-2.302,1.998,1.512,188,1
4102,-1.31,0.456,1.225,188,1
4103,-0.519,-0.751,1.024,188,1
4104,-0.107,-1.554,0.848,188,1
4105,-0.02,-1.619,0.836,188,1
4106,-0.526,-0.872,1.202,188,1
4107,-1.613,0.499,2.102,188,1
4108,-2.259,1.68,2.555,188,1
4109,-1.9,1.847,1.952,188,1
4110,-0.98,1.549,0.927,188,1
4111,0.027,1.334,-0.066,188,1
4112,0.673,1.338,-0.677,188,1
4113,0.776,1.377,-0.873,188,1
4114,0.583,1.327,-0.814,188,1
4115,-0.115,1.613,-0.435,188,1
4116,-1.76,2.588,0.583,188,1
4117,-2.804,2.816,1.466,188,1
4118,-2.195,1.649,1.42,188,1
4119,-1.106,0.163,0.993,188,1
4120,-0.391,-1.069,0.696,187,1
4121,-0.092,-1.659,0.644,187,1
4122,-0.07,-1.682,0.684,187,1
4123,-0.49,-1.374,0.961,187,1
4124,-1.826,-0.084,2.02,187,1
4125,-2.805,1.476,2.645,187,1
4126,-2.369,1.994,2.015,187,1
4127,-1.218,1.884,0.904,187,1
4128,0.096,1.74,-0.186,187,1
4129,0.903,1.699,-0.836,187,1
4130,1.007,1.685,-1.001,187,1
4131,0.511,1.954,-0.84,187,1
4132,-1.194,2.929,0.13,187,1
4133,-2.837,3.3,1.247,187,1
4134,-2.666,2.106,1.355,187,1
4135,-1.59,0.501,1.043,187,1
4136,-0.744,-0.594,0.789,187,1
4137,-0.307,-1.28,0.523,187,1
4138,-0.139,-1.563,0.48,187,1
4139,-0.316,-1.389,0.696,187,1
4140,-1.132,-0.836,1.344,186,1
4141,-2.274,0.525,2.23,186,1
4142,-2.631,1.601,2.375,186,1
4143,-1.964,1.692,1.64,186,1
4144,-0.783,1.589,0.464,186,1
4145,0.367,1.524,-0.536,186,1
4146,0.892,1.527,-0.923,186,1
4147,0.858,1.678,-0.961,186,1
4148,-0.227,2.377,-0.479,186,1
4149,-2.185,3.198,0.671,186,1
4150,-2.976,2.795,1.389,185,1
4151,-2.278,1.322,1.289,185,1
4152,-1.319,-0.022,1.011,185,1
4153,-0.636,-0.825,0.819,185,1
4154,-0.254,-1.278,0.712,185,1
4155,-0.18,-1.352,0.814,185,1
4156,-0.377,-1.095,1.036,185,1
4157,-1.199,-0.551,1.747,185,1
4158,-2.324,0.635,2.522,185,1
4159,-2.512,1.523,2.347,185,1
4160,-1.695,1.65,1.354,185,1
4161,-0.558,1.711,0.154,185,1
4162,0.321,1.717,-0.643,185,1
4163,0.601,1.679,-0.931,185,1
4164,0.609,1.632,-0.959,185,1
4165,-0.018,1.893,-0.554,185,1
4166,-1.521,2.734,0.603,185,1
4167,-2.533,2.961,1.521,185,1
4168,-2.212,1.803,1.501,185,1
4169,-1.256,0.356,1.151,185,1
4170,-0.561,-0.626,0.855,184,1
4171,-0.219,-1.261,0.739,184,1
4172,-0.191,-1.516,0.841,184,1
4173,-0.556,-1.36,1.037,184,1
4174,-1.392,-0.799,1.621,184,1
4175,-2.425,0.627,2.394,184,1
4176,-2.744,1.798,2.421,184,1
4177,-2.026,1.883,1.548,184,1
4178,-0.803,1.775,0.334,184,1
4179,0.311,1.772,-0.643,184,1
4180,0.716,1.832,-1.045,183,1
4181,0.631,1.864,-1.049,183,1
